#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
hsa04620	Toll-like receptor signaling pathway	31	100	0.88	5.86e-15	9606.ENSP00000217407,9606.ENSP00000226574,9606.ENSP00000260010,9606.ENSP00000263025,9606.ENSP00000263056,9606.ENSP00000263341,9606.ENSP00000296795,9606.ENSP00000301838,9606.ENSP00000302486,9606.ENSP00000306245,9606.ENSP00000306512,9606.ENSP00000329967,9606.ENSP00000353874,9606.ENSP00000354394,9606.ENSP00000354932,9606.ENSP00000358997,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000369581,9606.ENSP00000370034,9606.ENSP00000381070,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000410402,9606.ENSP00000418037,9606.ENSP00000428056,9606.ENSP00000430684,9606.ENSP00000433623,9606.ENSP00000498321	LBP,NFKB1,TLR2,MAPK3,MAP3K8,IL1B,TLR3,FADD,MAP2K1,FOS,CXCL8,TBK1,TLR9,STAT1,TLR1,IRAK1,CHUK,JUN,CD40,TLR4,IFNB1,TLR7,MAP2K7,IL6,TNF,MAP2K4,IRF5,PIK3R1,IKBKB,TRAF6,MYD88
hsa05202	Transcriptional misregulation in cancer	39	171	0.74	6.57e-15	9606.ENSP00000006015,9606.ENSP00000216341,9606.ENSP00000226574,9606.ENSP00000227163,9606.ENSP00000228872,9606.ENSP00000234091,9606.ENSP00000241453,9606.ENSP00000252674,9606.ENSP00000261254,9606.ENSP00000269305,9606.ENSP00000281043,9606.ENSP00000287820,9606.ENSP00000299855,9606.ENSP00000300305,9606.ENSP00000305769,9606.ENSP00000306512,9606.ENSP00000317272,9606.ENSP00000334836,9606.ENSP00000346508,9606.ENSP00000349723,9606.ENSP00000351490,9606.ENSP00000351905,9606.ENSP00000360493,9606.ENSP00000361359,9606.ENSP00000362649,9606.ENSP00000363591,9606.ENSP00000365230,9606.ENSP00000365851,9606.ENSP00000368880,9606.ENSP00000370473,9606.ENSP00000376637,9606.ENSP00000384371,9606.ENSP00000384849,9606.ENSP00000385675,9606.ENSP00000391803,9606.ENSP00000437621,9606.ENSP00000478887,9606.ENSP00000481380,9606.ENSP00000497069	HOXA11,GZMB,NFKB1,SPI1,CDKN1B,ID2,FLT3,MLLT1,CCND2,TP53,MYCN,PPARG,MMP3,RUNX1,SMAD1,CXCL8,MET,BMP2K,PDGFA,BCL11B,MAX,TGFBR2,RUNX2,CD40,HDAC1,BAK1,BCL2L1,BMI1,FOXO1,IGFBP3,IGF1,BCL6,CDKN1A,IL6,MITF,HMGA2,MYC,CCNA2,IGF1R
hsa05214	Glioma	27	71	0.96	7.00e-15	9606.ENSP00000227507,9606.ENSP00000256078,9606.ENSP00000257290,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000302486,9606.ENSP00000330382,9606.ENSP00000345571,9606.ENSP00000346508,9606.ENSP00000354558,9606.ENSP00000355249,9606.ENSP00000358548,9606.ENSP00000361021,9606.ENSP00000363591,9606.ENSP00000376345,9606.ENSP00000376637,9606.ENSP00000384849,9606.ENSP00000401888,9606.ENSP00000404131,9606.ENSP00000408695,9606.ENSP00000418915,9606.ENSP00000428056,9606.ENSP00000497069	CCND1,KRAS,PDGFRA,E2F3,MAPK3,CDK6,RB1,TP53,EGFR,MAP2K1,PDGFB,E2F1,PDGFA,MTOR,E2F2,NRAS,PTEN,BAK1,GRB2,IGF1,CDKN1A,RAF1,TGFA,PRKCA,CDKN2A,PIK3R1,IGF1R
hsa04390	Hippo signaling pathway	37	154	0.76	8.43e-15	9606.ENSP00000221930,9606.ENSP00000225512,9606.ENSP00000227507,9606.ENSP00000234091,9606.ENSP00000261254,9606.ENSP00000261769,9606.ENSP00000262158,9606.ENSP00000262713,9606.ENSP00000264634,9606.ENSP00000265165,9606.ENSP00000284523,9606.ENSP00000285018,9606.ENSP00000286201,9606.ENSP00000293549,9606.ENSP00000302625,9606.ENSP00000305769,9606.ENSP00000324804,9606.ENSP00000325074,9606.ENSP00000327440,9606.ENSP00000332973,9606.ENSP00000340347,9606.ENSP00000341551,9606.ENSP00000344666,9606.ENSP00000351905,9606.ENSP00000356954,9606.ENSP00000362082,9606.ENSP00000363708,9606.ENSP00000365280,9606.ENSP00000379204,9606.ENSP00000381531,9606.ENSP00000401907,9606.ENSP00000404503,9606.ENSP00000435233,9606.ENSP00000447297,9606.ENSP00000478887,9606.ENSP00000478927,9606.ENSP00000495360	TGFB1,WNT3,CCND1,ID2,CCND2,CDH1,SMAD7,AJUBA,WNT5A,LEF1,WNT3A,WNT7A,FZD7,WNT1,AXIN2,SMAD1,PPP2R1A,PPP2R2A,BMP8A,SMAD3,TCF7,SMAD4,NF2,TGFBR2,CCN2,CCND3,BMPR2,ID1,BMP7,CSNK1D,BMPR1B,BBC3,TEAD1,TGFBR1,MYC,YAP1,CTNNB1
hsa05142	Chagas disease	30	97	0.87	1.62e-14	9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000260010,9606.ENSP00000263025,9606.ENSP00000263341,9606.ENSP00000301838,9606.ENSP00000306245,9606.ENSP00000306512,9606.ENSP00000312999,9606.ENSP00000324804,9606.ENSP00000325074,9606.ENSP00000327251,9606.ENSP00000351905,9606.ENSP00000353874,9606.ENSP00000358997,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000363089,9606.ENSP00000369581,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000410402,9606.ENSP00000412237,9606.ENSP00000428056,9606.ENSP00000430684,9606.ENSP00000433623,9606.ENSP00000447297,9606.ENSP00000493985,9606.ENSP00000498321	TGFB1,NFKB1,IFNG,TLR2,MAPK3,IL1B,FADD,FOS,CXCL8,GNAI2,PPP2R1A,PPP2R2A,NOS2,TGFBR2,TLR9,IRAK1,CHUK,JUN,TLR4,IFNB1,IL6,TNF,MAP2K4,IL10,PIK3R1,IKBKB,TRAF6,TGFBR1,KNG1,MYD88
hsa05223	Non-small cell lung cancer	26	68	0.97	1.99e-14	9606.ENSP00000227507,9606.ENSP00000256078,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000264657,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000302486,9606.ENSP00000317272,9606.ENSP00000339527,9606.ENSP00000345571,9606.ENSP00000355249,9606.ENSP00000358548,9606.ENSP00000361892,9606.ENSP00000363591,9606.ENSP00000376345,9606.ENSP00000384849,9606.ENSP00000401888,9606.ENSP00000404131,9606.ENSP00000408695,9606.ENSP00000418915,9606.ENSP00000428056,9606.ENSP00000432511	CCND1,KRAS,E2F3,MAPK3,STAT3,CDK6,RB1,TP53,ERBB2,EGFR,MAP2K1,MET,FOXO3,E2F1,E2F2,NRAS,STK4,BAK1,GRB2,CDKN1A,RAF1,TGFA,PRKCA,CDKN2A,PIK3R1,JAK3
hsa05219	Bladder cancer	21	40	1.1	7.31e-14	9606.ENSP00000227507,9606.ENSP00000256078,9606.ENSP00000260356,9606.ENSP00000261769,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000302486,9606.ENSP00000306512,9606.ENSP00000322788,9606.ENSP00000339824,9606.ENSP00000345571,9606.ENSP00000355249,9606.ENSP00000358548,9606.ENSP00000384849,9606.ENSP00000401888,9606.ENSP00000418915,9606.ENSP00000478887	CCND1,KRAS,THBS1,CDH1,E2F3,MAPK3,RB1,TP53,ERBB2,EGFR,MAP2K1,CXCL8,MMP1,FGFR3,E2F1,E2F2,NRAS,CDKN1A,RAF1,CDKN2A,MYC
hsa04380	Osteoclast differentiation	31	120	0.8	3.17e-13	9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000227163,9606.ENSP00000229135,9606.ENSP00000234310,9606.ENSP00000263025,9606.ENSP00000263341,9606.ENSP00000287820,9606.ENSP00000302486,9606.ENSP00000306245,9606.ENSP00000330341,9606.ENSP00000346671,9606.ENSP00000351905,9606.ENSP00000354394,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000369581,9606.ENSP00000374455,9606.ENSP00000376345,9606.ENSP00000378323,9606.ENSP00000381070,9606.ENSP00000386380,9606.ENSP00000387699,9606.ENSP00000391803,9606.ENSP00000398698,9606.ENSP00000428056,9606.ENSP00000430684,9606.ENSP00000433623,9606.ENSP00000447297,9606.ENSP00000452786,9606.ENSP00000499900	TGFB1,NFKB1,SPI1,IFNG,PPP3R1,MAPK3,IL1B,PPARG,MAP2K1,FOS,SOCS3,FYN,TGFBR2,STAT1,CHUK,JUN,IFNB1,SQSTM1,GRB2,PPP3CA,MAP2K7,IL1R1,CREB1,MITF,TNF,PIK3R1,IKBKB,TRAF6,TGFBR1,ITGB3,JAK1
hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	27	87	0.88	3.51e-13	9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000234310,9606.ENSP00000256078,9606.ENSP00000260010,9606.ENSP00000263025,9606.ENSP00000264657,9606.ENSP00000275493,9606.ENSP00000302486,9606.ENSP00000306245,9606.ENSP00000353874,9606.ENSP00000354394,9606.ENSP00000354558,9606.ENSP00000358548,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000363089,9606.ENSP00000370989,9606.ENSP00000371067,9606.ENSP00000378323,9606.ENSP00000401888,9606.ENSP00000428056,9606.ENSP00000430684,9606.ENSP00000433623,9606.ENSP00000498321,9606.ENSP00000499900	NFKB1,IFNG,PPP3R1,KRAS,TLR2,MAPK3,STAT3,EGFR,MAP2K1,FOS,TLR9,STAT1,MTOR,NRAS,CHUK,JUN,PTEN,TLR4,CD274,JAK2,PPP3CA,RAF1,PIK3R1,IKBKB,TRAF6,MYD88,JAK1
hsa05132	Salmonella infection	40	209	0.67	3.56e-13	9606.ENSP00000216185,9606.ENSP00000226574,9606.ENSP00000243298,9606.ENSP00000260010,9606.ENSP00000261667,9606.ENSP00000263025,9606.ENSP00000263341,9606.ENSP00000265165,9606.ENSP00000265970,9606.ENSP00000272233,9606.ENSP00000276431,9606.ENSP00000299767,9606.ENSP00000301838,9606.ENSP00000302486,9606.ENSP00000306245,9606.ENSP00000306512,9606.ENSP00000311032,9606.ENSP00000317985,9606.ENSP00000335153,9606.ENSP00000335193,9606.ENSP00000339467,9606.ENSP00000340347,9606.ENSP00000353874,9606.ENSP00000358327,9606.ENSP00000358997,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000363089,9606.ENSP00000363591,9606.ENSP00000381070,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000401888,9606.ENSP00000410402,9606.ENSP00000430684,9606.ENSP00000433623,9606.ENSP00000478887,9606.ENSP00000495360,9606.ENSP00000498321	TXN2,NFKB1,RAB9B,TLR2,KPNA3,MAPK3,IL1B,LEF1,PIK3C2A,RHOB,TNFRSF10B,HSP90B1,FADD,MAP2K1,FOS,CXCL8,CASP3,ROCK2,HSP90AA1,VPS39,RHOG,TCF7,TLR9,CASP7,IRAK1,CHUK,JUN,TLR4,BAK1,MAP2K7,BCL2,IL6,TNF,RAF1,MAP2K4,IKBKB,TRAF6,MYC,CTNNB1,MYD88
hsa04510	Focal adhesion	37	195	0.66	3.97e-12	9606.ENSP00000225964,9606.ENSP00000227507,9606.ENSP00000250559,9606.ENSP00000257290,9606.ENSP00000258341,9606.ENSP00000260356,9606.ENSP00000261254,9606.ENSP00000263025,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000293379,9606.ENSP00000296585,9606.ENSP00000297268,9606.ENSP00000302486,9606.ENSP00000317272,9606.ENSP00000317985,9606.ENSP00000324422,9606.ENSP00000330382,9606.ENSP00000331902,9606.ENSP00000346508,9606.ENSP00000346671,9606.ENSP00000346839,9606.ENSP00000353654,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362082,9606.ENSP00000364979,9606.ENSP00000367686,9606.ENSP00000376345,9606.ENSP00000376637,9606.ENSP00000381185,9606.ENSP00000401888,9606.ENSP00000408695,9606.ENSP00000428056,9606.ENSP00000452786,9606.ENSP00000495360,9606.ENSP00000497069	COL1A1,CCND1,RAP1B,PDGFRA,LAMC1,THBS1,CCND2,MAPK3,ERBB2,EGFR,ITGA5,ITGA2,COL1A2,MAP2K1,MET,ROCK2,ZYX,PDGFB,COL4A5,PDGFA,FYN,FN1,COL4A2,JUN,PTEN,CCND3,COL4A1,PAK5,GRB2,IGF1,BCL2,RAF1,PRKCA,PIK3R1,ITGB3,CTNNB1,IGF1R
hsa05230	Central carbon metabolism in cancer	23	68	0.91	5.78e-12	9606.ENSP00000241453,9606.ENSP00000256078,9606.ENSP00000257290,9606.ENSP00000263025,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000288135,9606.ENSP00000290573,9606.ENSP00000302486,9606.ENSP00000317272,9606.ENSP00000339824,9606.ENSP00000354207,9606.ENSP00000354558,9606.ENSP00000358548,9606.ENSP00000361021,9606.ENSP00000390265,9606.ENSP00000393312,9606.ENSP00000401888,9606.ENSP00000428056,9606.ENSP00000445175,9606.ENSP00000463978,9606.ENSP00000478887	FLT3,KRAS,PDGFRA,MAPK3,TP53,ERBB2,EGFR,KIT,HK2,MAP2K1,MET,FGFR3,NTRK3,MTOR,NRAS,PTEN,IDH1,FGFR1,RAF1,PIK3R1,LDHA,SLC16A3,MYC
hsa05418	Fluid shear stress and atherosclerosis	30	129	0.75	7.40e-12	9606.ENSP00000216117,9606.ENSP00000216185,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000263341,9606.ENSP00000264832,9606.ENSP00000269305,9606.ENSP00000299767,9606.ENSP00000306245,9606.ENSP00000330382,9606.ENSP00000335153,9606.ENSP00000346508,9606.ENSP00000358851,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000360290,9606.ENSP00000363708,9606.ENSP00000374455,9606.ENSP00000381070,9606.ENSP00000381185,9606.ENSP00000386380,9606.ENSP00000398698,9606.ENSP00000401907,9606.ENSP00000405004,9606.ENSP00000410402,9606.ENSP00000428056,9606.ENSP00000430684,9606.ENSP00000452786,9606.ENSP00000495360,9606.ENSP00000497290	HMOX1,TXN2,NFKB1,IFNG,IL1B,ICAM1,TP53,HSP90B1,FOS,PDGFB,HSP90AA1,PDGFA,GSTM4,CHUK,JUN,PRKAA2,BMPR2,SQSTM1,MAP2K7,BCL2,IL1R1,TNF,BMPR1B,ACVR1,MAP2K4,PIK3R1,IKBKB,ITGB3,CTNNB1,CDH5
hsa05145	Toxoplasmosis	27	103	0.8	9.18e-12	9606.ENSP00000221930,9606.ENSP00000225174,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000258341,9606.ENSP00000260010,9606.ENSP00000263025,9606.ENSP00000264657,9606.ENSP00000292303,9606.ENSP00000311032,9606.ENSP00000312999,9606.ENSP00000327251,9606.ENSP00000354394,9606.ENSP00000358997,9606.ENSP00000359424,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000363512,9606.ENSP00000365230,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000430684,9606.ENSP00000433623,9606.ENSP00000498321,9606.ENSP00000499900	TGFB1,PPIF,NFKB1,IFNG,LAMC1,TLR2,MAPK3,STAT3,CCR5,CASP3,GNAI2,NOS2,STAT1,IRAK1,CHUK,CD40,TLR4,ALOX5,BCL2L1,JAK2,BCL2,TNF,IL10,IKBKB,TRAF6,MYD88,JAK1
hsa04210	Apoptosis	30	131	0.74	9.91e-12	9606.ENSP00000216341,9606.ENSP00000226574,9606.ENSP00000256078,9606.ENSP00000263025,9606.ENSP00000265164,9606.ENSP00000269305,9606.ENSP00000276431,9606.ENSP00000301838,9606.ENSP00000302486,9606.ENSP00000306245,9606.ENSP00000311032,9606.ENSP00000327054,9606.ENSP00000336790,9606.ENSP00000358022,9606.ENSP00000358327,9606.ENSP00000358548,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000363591,9606.ENSP00000365230,9606.ENSP00000376943,9606.ENSP00000381185,9606.ENSP00000398568,9606.ENSP00000398698,9606.ENSP00000401888,9606.ENSP00000404503,9606.ENSP00000428056,9606.ENSP00000430684,9606.ENSP00000439020,9606.ENSP00000448165	GZMB,NFKB1,KRAS,MAPK3,CASP6,TP53,TNFRSF10B,FADD,MAP2K1,FOS,CASP3,LMNB2,ATF4,MCL1,CASP7,NRAS,CHUK,JUN,BAK1,BCL2L1,BCL2L11,BCL2,PRF1,TNF,RAF1,BBC3,PIK3R1,IKBKB,TUBA1A,APAF1
hsa05170	Human immunodeficiency virus 1 infection	37	203	0.64	1.02e-11	9606.ENSP00000226574,9606.ENSP00000234310,9606.ENSP00000256078,9606.ENSP00000260010,9606.ENSP00000263025,9606.ENSP00000292303,9606.ENSP00000298159,9606.ENSP00000301838,9606.ENSP00000302486,9606.ENSP00000306245,9606.ENSP00000311032,9606.ENSP00000312999,9606.ENSP00000329967,9606.ENSP00000336740,9606.ENSP00000354558,9606.ENSP00000358548,9606.ENSP00000358997,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000363089,9606.ENSP00000363591,9606.ENSP00000365230,9606.ENSP00000367686,9606.ENSP00000369581,9606.ENSP00000378323,9606.ENSP00000381070,9606.ENSP00000381185,9606.ENSP00000386884,9606.ENSP00000391090,9606.ENSP00000398698,9606.ENSP00000401888,9606.ENSP00000402084,9606.ENSP00000408695,9606.ENSP00000428056,9606.ENSP00000430684,9606.ENSP00000433623,9606.ENSP00000498321	NFKB1,PPP3R1,KRAS,TLR2,MAPK3,CCR5,CFL2,FADD,MAP2K1,FOS,CASP3,GNAI2,TBK1,LIMK1,MTOR,NRAS,IRAK1,CHUK,JUN,TLR4,BAK1,BCL2L1,PAK5,IFNB1,PPP3CA,MAP2K7,BCL2,CXCR4,CHEK1,TNF,RAF1,WEE1,PRKCA,PIK3R1,IKBKB,TRAF6,MYD88
hsa05164	Influenza A	33	163	0.69	1.37e-11	9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000263025,9606.ENSP00000263341,9606.ENSP00000264832,9606.ENSP00000265734,9606.ENSP00000276431,9606.ENSP00000296795,9606.ENSP00000301838,9606.ENSP00000302486,9606.ENSP00000306512,9606.ENSP00000311032,9606.ENSP00000316032,9606.ENSP00000329967,9606.ENSP00000330341,9606.ENSP00000354394,9606.ENSP00000356530,9606.ENSP00000359424,9606.ENSP00000362082,9606.ENSP00000363089,9606.ENSP00000363591,9606.ENSP00000369581,9606.ENSP00000370034,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000401888,9606.ENSP00000408695,9606.ENSP00000428056,9606.ENSP00000430684,9606.ENSP00000448165,9606.ENSP00000498321,9606.ENSP00000499900	NFKB1,IFNG,MAPK3,IL1B,ICAM1,CDK6,TNFRSF10B,TLR3,FADD,MAP2K1,CXCL8,CASP3,NUP98,TBK1,SOCS3,STAT1,RNASEL,CHUK,CCND3,TLR4,BAK1,IFNB1,TLR7,JAK2,IL6,TNF,RAF1,PRKCA,PIK3R1,IKBKB,APAF1,MYD88,JAK1
hsa05213	Endometrial cancer	21	58	0.94	1.74e-11	9606.ENSP00000227507,9606.ENSP00000256078,9606.ENSP00000261769,9606.ENSP00000263025,9606.ENSP00000265165,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000302486,9606.ENSP00000302625,9606.ENSP00000339527,9606.ENSP00000340347,9606.ENSP00000358548,9606.ENSP00000361021,9606.ENSP00000363591,9606.ENSP00000376345,9606.ENSP00000384849,9606.ENSP00000401888,9606.ENSP00000428056,9606.ENSP00000478887,9606.ENSP00000495360	CCND1,KRAS,CDH1,MAPK3,LEF1,TP53,ERBB2,EGFR,MAP2K1,AXIN2,FOXO3,TCF7,NRAS,PTEN,BAK1,GRB2,CDKN1A,RAF1,PIK3R1,MYC,CTNNB1
hsa05152	Tuberculosis	33	165	0.68	1.75e-11	9606.ENSP00000217407,9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000234310,9606.ENSP00000256458,9606.ENSP00000260010,9606.ENSP00000263025,9606.ENSP00000263341,9606.ENSP00000264649,9606.ENSP00000296435,9606.ENSP00000301838,9606.ENSP00000311032,9606.ENSP00000327251,9606.ENSP00000353874,9606.ENSP00000354394,9606.ENSP00000354932,9606.ENSP00000358997,9606.ENSP00000363089,9606.ENSP00000369581,9606.ENSP00000371067,9606.ENSP00000378323,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000387699,9606.ENSP00000398698,9606.ENSP00000401888,9606.ENSP00000412237,9606.ENSP00000433623,9606.ENSP00000448165,9606.ENSP00000466022,9606.ENSP00000498321,9606.ENSP00000499900	LBP,TGFB1,NFKB1,IFNG,PPP3R1,IRAK2,TLR2,MAPK3,IL1B,ATP6V0A1,CAMP,FADD,CASP3,NOS2,TLR9,STAT1,TLR1,IRAK1,TLR4,IFNB1,JAK2,PPP3CA,BCL2,IL6,CREB1,TNF,RAF1,IL10,TRAF6,APAF1,CEBPG,MYD88,JAK1
hsa04926	Relaxin signaling pathway	29	126	0.75	1.90e-11	9606.ENSP00000221930,9606.ENSP00000225964,9606.ENSP00000226574,9606.ENSP00000256078,9606.ENSP00000263025,9606.ENSP00000275493,9606.ENSP00000294016,9606.ENSP00000297268,9606.ENSP00000302486,9606.ENSP00000306245,9606.ENSP00000311405,9606.ENSP00000312999,9606.ENSP00000322788,9606.ENSP00000327251,9606.ENSP00000331902,9606.ENSP00000336790,9606.ENSP00000351905,9606.ENSP00000353654,9606.ENSP00000358548,9606.ENSP00000360266,9606.ENSP00000364979,9606.ENSP00000376345,9606.ENSP00000381070,9606.ENSP00000387699,9606.ENSP00000401888,9606.ENSP00000408695,9606.ENSP00000410402,9606.ENSP00000428056,9606.ENSP00000447297	TGFB1,COL1A1,NFKB1,KRAS,MAPK3,EGFR,ADCY9,COL1A2,MAP2K1,FOS,ADCY6,GNAI2,MMP1,NOS2,COL4A5,ATF4,TGFBR2,COL4A2,NRAS,JUN,COL4A1,GRB2,MAP2K7,CREB1,RAF1,PRKCA,MAP2K4,PIK3R1,TGFBR1
hsa04668	TNF signaling pathway	27	111	0.77	3.51e-11	9606.ENSP00000226574,9606.ENSP00000254958,9606.ENSP00000263025,9606.ENSP00000263056,9606.ENSP00000263341,9606.ENSP00000264832,9606.ENSP00000299855,9606.ENSP00000301838,9606.ENSP00000302486,9606.ENSP00000306245,9606.ENSP00000308208,9606.ENSP00000311032,9606.ENSP00000330341,9606.ENSP00000336790,9606.ENSP00000356438,9606.ENSP00000358327,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000369581,9606.ENSP00000381070,9606.ENSP00000385675,9606.ENSP00000387699,9606.ENSP00000398698,9606.ENSP00000410402,9606.ENSP00000428056,9606.ENSP00000430684,9606.ENSP00000499786	NFKB1,JAG1,MAPK3,MAP3K8,IL1B,ICAM1,MMP3,FADD,MAP2K1,FOS,MMP14,CASP3,SOCS3,ATF4,PTGS2,CASP7,CHUK,JUN,IFNB1,MAP2K7,IL6,CREB1,TNF,MAP2K4,PIK3R1,IKBKB,ITCH
hsa05203	Viral carcinogenesis	34	183	0.65	4.61e-11	9606.ENSP00000226574,9606.ENSP00000227507,9606.ENSP00000228872,9606.ENSP00000242480,9606.ENSP00000256078,9606.ENSP00000261254,9606.ENSP00000262133,9606.ENSP00000262643,9606.ENSP00000263025,9606.ENSP00000264657,9606.ENSP00000265354,9606.ENSP00000265734,9606.ENSP00000265963,9606.ENSP00000267163,9606.ENSP00000269305,9606.ENSP00000292303,9606.ENSP00000311032,9606.ENSP00000336790,9606.ENSP00000358548,9606.ENSP00000360266,9606.ENSP00000362082,9606.ENSP00000362649,9606.ENSP00000363591,9606.ENSP00000376345,9606.ENSP00000384849,9606.ENSP00000387699,9606.ENSP00000391090,9606.ENSP00000418915,9606.ENSP00000428056,9606.ENSP00000429089,9606.ENSP00000432511,9606.ENSP00000441600,9606.ENSP00000481380,9606.ENSP00000499900	NFKB1,CCND1,CDKN1B,EGR2,KRAS,CCND2,RBL2,CCNE1,MAPK3,STAT3,SRF,CDK6,GTF2H1,RB1,TP53,CCR5,CASP3,ATF4,NRAS,JUN,CCND3,HDAC1,BAK1,GRB2,CDKN1A,CREB1,CHEK1,CDKN2A,PIK3R1,CCNE2,JAK3,CCR3,CCNA2,JAK1
hsa04934	Cushing syndrome	31	153	0.69	5.59e-11	9606.ENSP00000225512,9606.ENSP00000227507,9606.ENSP00000228872,9606.ENSP00000250559,9606.ENSP00000262643,9606.ENSP00000262904,9606.ENSP00000263025,9606.ENSP00000264634,9606.ENSP00000265165,9606.ENSP00000265734,9606.ENSP00000267163,9606.ENSP00000275493,9606.ENSP00000284523,9606.ENSP00000285018,9606.ENSP00000286201,9606.ENSP00000293549,9606.ENSP00000294016,9606.ENSP00000302486,9606.ENSP00000302625,9606.ENSP00000311405,9606.ENSP00000312999,9606.ENSP00000336790,9606.ENSP00000340347,9606.ENSP00000345571,9606.ENSP00000355249,9606.ENSP00000384849,9606.ENSP00000387699,9606.ENSP00000418915,9606.ENSP00000429089,9606.ENSP00000442464,9606.ENSP00000495360	WNT3,CCND1,CDKN1B,RAP1B,CCNE1,E2F3,MAPK3,WNT5A,LEF1,CDK6,RB1,EGFR,WNT3A,WNT7A,FZD7,WNT1,ADCY9,MAP2K1,AXIN2,ADCY6,GNAI2,ATF4,TCF7,E2F1,E2F2,CDKN1A,CREB1,CDKN2A,CCNE2,NCEH1,CTNNB1
hsa05135	Yersinia infection	28	124	0.74	6.17e-11	9606.ENSP00000005587,9606.ENSP00000226574,9606.ENSP00000263025,9606.ENSP00000263341,9606.ENSP00000293379,9606.ENSP00000302486,9606.ENSP00000306245,9606.ENSP00000306512,9606.ENSP00000317985,9606.ENSP00000329967,9606.ENSP00000336740,9606.ENSP00000339467,9606.ENSP00000346839,9606.ENSP00000358997,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000363089,9606.ENSP00000369581,9606.ENSP00000376330,9606.ENSP00000381070,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000410402,9606.ENSP00000412237,9606.ENSP00000428056,9606.ENSP00000430684,9606.ENSP00000433623,9606.ENSP00000498321	SKAP2,NFKB1,MAPK3,IL1B,ITGA5,MAP2K1,FOS,CXCL8,ROCK2,TBK1,LIMK1,RHOG,FN1,IRAK1,CHUK,JUN,TLR4,IFNB1,WIPF1,MAP2K7,IL6,TNF,MAP2K4,IL10,PIK3R1,IKBKB,TRAF6,MYD88
hsa04115	p53 signaling pathway	22	72	0.87	7.34e-11	9606.ENSP00000227507,9606.ENSP00000260356,9606.ENSP00000261254,9606.ENSP00000262643,9606.ENSP00000265734,9606.ENSP00000269305,9606.ENSP00000276431,9606.ENSP00000311032,9606.ENSP00000349156,9606.ENSP00000361021,9606.ENSP00000362082,9606.ENSP00000365230,9606.ENSP00000370473,9606.ENSP00000376637,9606.ENSP00000381185,9606.ENSP00000384849,9606.ENSP00000391090,9606.ENSP00000397157,9606.ENSP00000404503,9606.ENSP00000418915,9606.ENSP00000429089,9606.ENSP00000448165	CCND1,THBS1,CCND2,CCNE1,CDK6,TP53,TNFRSF10B,CASP3,SIAH1,PTEN,CCND3,BCL2L1,IGFBP3,IGF1,BCL2,CDKN1A,CHEK1,PERP,BBC3,CDKN2A,CCNE2,APAF1
